Name,Number,Position,Shoots,Height,Weight,Age,Draft Year,Team,GP,G,1A,2A,Primary Points,Points,Shots,Shooting Percentage,+/-,PIM,Face-offs Won,Face-offs Taken,Face-off Win%,G/GP,1A/GP,2A/GP,Primary Points/GP,Points/GP,Shots/GP,Goals Created,Goals Created/GP,ES G,ES 1A,ES 2A,ES Primary Points,ES Points,ES G/GP,ES 1A/GP,ES 2A/GP,ES Primary Points/GP,ES Points/GP,ES Goals Created,ES Goals Created/GP,ES GF,ES GA,ES GF%,ES Team GF,ES Team GA,ES GF%Rel,ES eTOI,ES eG/60,ES e1A/60,ES e2A/60,ES ePrimary Points/60,ES ePoints/60,ES eGoals Created/60,PP G,PP 1A,PP 2A,PP Primary Points,PP Points,PP G/GP,PP 1A/GP,PP 2A/GP,PP Primary Points/GP,PP Points/GP,PP Goals Created,PP Goals Created/GP,Age Adjusted G,Age Adjusted 1A,Age Adjusted 2A,Age Adjusted Primary Points,Age Adjusted Points,Age Adjusted G/GP,Age Adjusted 1A/GP,Age Adjusted 2A/GP,Age Adjusted Primary Points/GP,Age Adjusted Points/GP,Era Adjusted G,Era Adjusted 1A,Era Adjusted 2A,Era Adjusted Primary Points,Era Adjusted Points,Era Adjusted G/GP,Era Adjusted 1A/GP,Era Adjusted 2A/GP,Era Adjusted Primary Points/GP,Era Adjusted Points/GP,ES Age Adjusted G,ES Age Adjusted 1A,ES Age Adjusted 2A,ES Age Adjusted Primary Points,ES Age Adjusted Points,ES Age Adjusted G/GP,ES Age Adjusted 1A/GP,ES Age Adjusted 2A/GP,ES Age Adjusted Primary Points/GP,ES Age Adjusted Points/GP,ES Age Adjusted G/60,ES Age Adjusted 1A/60,ES Age Adjusted 2A/60,ES Age Adjusted Primary Points/60,ES Age Adjusted Points/60,ES Era Adjusted G,ES Era Adjusted 1A,ES Era Adjusted 2A,ES Era Adjusted Primary Points,ES Era Adjusted Points,ES Era Adjusted G/GP,ES Era Adjusted 1A/GP,ES Era Adjusted 2A/GP,ES Era Adjusted Primary Points/GP,ES Era Adjusted Points/GP,ES Era Adjusted G/60,ES Era Adjusted 1A/60,ES Era Adjusted 2A/60,ES Era Adjusted Primary Points/60,ES Era Adjusted Points/60,Age and Era Adjusted G,Age and Era Adjusted 1A,Age and Era Adjusted 2A,Age and Era Adjusted Primary Points,Age and Era Adjusted Points,Age and Era Adjusted G/GP,Age and Era Adjusted 1A/GP,Age and Era Adjusted 2A/GP,Age and Era Adjusted Primary Points/GP,Age and Era Adjusted Points/GP,ES Age and Era Adjusted G,ES Age and Era Adjusted 1A,ES Age and Era Adjusted 2A,ES Age and Era Adjusted Primary Points,ES Age and Era Adjusted Points,ES Age and Era Adjusted G/GP,ES Age and Era Adjusted 1A/GP,ES Age and Era Adjusted 2A/GP,ES Age and Era Adjusted Primary Points/GP,ES Age and Era Adjusted Points/GP,ES Age and Era Adjusted G/60,ES Age and Era Adjusted 1A/60,ES Age and Era Adjusted 2A/60,ES Age and Era Adjusted Primary Points/60,ES Age and Era Adjusted Points/60,ES IPP
Andrew Peeke,20,RD,R,6'03,209,17.499,2016,Green Bay Gamblers,51,4,8,14,12,26,79,5.063,7,28,0,0,0,0.078,0.157,0.275,0.235,0.51,1.549,7.6,0.149,3,5,7,8,15,0.059,0.098,0.137,0.157,0.294,4.8,0.094,37,28,56.923,120,86,-1.942,14.412,0.245,0.408,0.571,0.653,1.224,0.392,1,3,7,4,11,0.02,0.059,0.137,0.078,0.216,2.8,0.055,4.001,8.001,14.002,12.002,26.005,0.078,0.157,0.275,0.235,0.51,4.162,8.339,14.654,12.501,27.155,0.082,0.164,0.287,0.245,0.532,3,5.001,7.001,8.001,15.002,0.059,0.098,0.137,0.157,0.294,0.245,0.408,0.571,0.653,1.225,3.211,5.358,7.521,8.569,16.09,0.063,0.105,0.147,0.168,0.315,0.262,0.437,0.614,0.699,1.313,4.163,8.34,14.657,12.503,27.16,0.082,0.164,0.287,0.245,0.533,3.212,5.359,7.522,8.57,16.092,0.063,0.105,0.147,0.168,0.316,0.262,0.437,0.614,0.7,1.314,40.541
Petter Makitalo,22,LW,R,6'00,194,18.899,2015,Dubuque Fighting Saints,55,16,9,6,25,31,98,16.327,6,36,0,0,0,0.291,0.164,0.109,0.455,0.564,1.782,12.5,0.227,13,6,2,19,21,0.236,0.109,0.036,0.345,0.382,9.3,0.169,27,19,58.696,134,104,2.967,10.613,1.336,0.617,0.206,1.953,2.159,0.956,3,3,4,6,10,0.055,0.055,0.073,0.109,0.182,3.2,0.058,12.039,6.857,4.528,18.895,23.424,0.219,0.125,0.082,0.344,0.426,16.723,9.385,6.254,26.108,32.362,0.304,0.171,0.114,0.475,0.588,10.136,4.73,1.567,14.866,16.434,0.184,0.086,0.028,0.27,0.299,1.042,0.486,0.161,1.528,1.689,13.985,6.433,2.141,20.418,22.559,0.254,0.117,0.039,0.371,0.41,1.437,0.661,0.22,2.098,2.318,12.568,7.138,4.715,19.706,24.422,0.229,0.13,0.086,0.358,0.444,10.932,5.088,1.683,16.02,17.703,0.199,0.093,0.031,0.291,0.322,1.124,0.523,0.173,1.647,1.82,77.778
Keegan Mantaro,2,LD,L,5'08,177,16.784,2017,Dubuque Fighting Saints,31,1,3,1,4,5,14,7.143,6,12,0,0,0,0.032,0.097,0.032,0.129,0.161,0.452,1.6,0.052,1,2,1,3,4,0.032,0.065,0.032,0.097,0.129,1.3,0.042,13,7,65,82,53,5,9.397,0.206,0.412,0.206,0.618,0.824,0.268,0,1,0,1,1,0,0.032,0,0.032,0.032,0.3,0.01,1.127,3.366,1.126,4.492,5.618,0.036,0.109,0.036,0.145,0.181,1.039,3.121,1.04,4.16,5.2,0.034,0.101,0.034,0.134,0.168,1.113,2.217,1.111,3.329,4.44,0.036,0.072,0.036,0.107,0.143,0.229,0.457,0.229,0.686,0.915,1.069,2.14,1.07,3.209,4.279,0.034,0.069,0.035,0.104,0.138,0.22,0.441,0.22,0.661,0.881,1.171,3.503,1.171,4.675,5.845,0.038,0.113,0.038,0.151,0.189,1.188,2.369,1.187,3.557,4.745,0.038,0.076,0.038,0.115,0.153,0.245,0.488,0.245,0.733,0.977,30.769
Andrew Kerr,3,RD,R,5'09,186,20.562,2013,Dubuque Fighting Saints,48,0,2,7,2,9,28,0,8,59,0,0,0,0,0.042,0.146,0.042,0.188,0.583,2,0.042,0,1,6,1,7,0,0.021,0.125,0.021,0.146,1.5,0.031,23,18,56.098,113,86,-0.864,11.005,0,0.114,0.681,0.114,0.795,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958,3.242,0.958,4.2,0,0.02,0.068,0.02,0.088,0,2.08,7.3,2.08,9.38,0,0.043,0.152,0.043,0.195,0,0.537,3.159,0.537,3.696,0,0.011,0.066,0.011,0.077,0,0.061,0.359,0.061,0.42,0,1.069,6.442,1.069,7.511,0,0.022,0.134,0.022,0.156,0,0.121,0.732,0.121,0.853,0,0.99,3.369,0.99,4.359,0,0.021,0.07,0.021,0.091,0,0.58,3.425,0.58,4.005,0,0.012,0.071,0.012,0.083,0,0.066,0.389,0.066,0.455,30.435
William Knierim,27,RW,R,6'03,207,17.647,2016,Dubuque Fighting Saints,48,12,4,6,16,22,93,12.903,-5,147,0,0,0,0.25,0.083,0.125,0.333,0.458,1.938,9.3,0.194,10,4,4,14,18,0.208,0.083,0.083,0.292,0.375,7.9,0.165,26,30,46.429,121,93,-13.698,12.651,0.988,0.395,0.395,1.383,1.779,0.781,2,0,2,2,4,0.042,0,0.042,0.042,0.083,1.4,0.029,11.688,3.9,5.845,15.588,21.433,0.243,0.081,0.122,0.325,0.447,12.524,4.163,6.254,16.687,22.941,0.261,0.087,0.13,0.348,0.478,9.769,3.911,3.909,13.68,17.589,0.204,0.081,0.081,0.285,0.366,0.965,0.386,0.386,1.352,1.738,10.741,4.284,4.288,15.025,19.313,0.224,0.089,0.089,0.313,0.402,1.061,0.423,0.424,1.484,1.908,12.197,4.058,6.092,16.255,22.348,0.254,0.085,0.127,0.339,0.466,10.495,4.19,4.192,14.685,18.876,0.219,0.087,0.087,0.306,0.393,1.037,0.414,0.414,1.451,1.865,69.231
Michael O'Leary,19,LW,L,6'02,196,17.704,2016,Dubuque Fighting Saints,54,6,10,8,16,24,96,6.25,4,38,0,0,0,0.111,0.185,0.148,0.296,0.444,1.778,7.6,0.141,6,9,2,15,17,0.111,0.167,0.037,0.278,0.315,6.1,0.113,28,25,52.83,134,102,-5.093,11.573,0.576,0.864,0.192,1.44,1.632,0.586,0,1,5,1,6,0,0.019,0.093,0.019,0.111,1.3,0.024,5.783,9.653,7.714,15.436,23.15,0.107,0.179,0.143,0.286,0.429,6.248,10.432,8.347,16.68,25.027,0.116,0.193,0.155,0.309,0.463,5.807,8.722,1.937,14.529,16.466,0.108,0.162,0.036,0.269,0.305,0.558,0.837,0.186,1.395,1.581,6.432,9.666,2.141,16.098,18.239,0.119,0.179,0.04,0.298,0.338,0.618,0.928,0.206,1.546,1.752,6.022,10.068,8.048,16.089,24.137,0.112,0.186,0.149,0.298,0.447,6.227,9.371,2.074,15.598,17.673,0.115,0.174,0.038,0.289,0.327,0.598,0.9,0.199,1.498,1.697,60.714
Jakob Romo,15,RW,R,5'09,184,20.277,2013,Dubuque Fighting Saints,16,2,1,1,3,4,17,11.765,2,6,0,0,0,0.125,0.063,0.063,0.188,0.25,1.063,1.5,0.094,2,1,1,3,4,0.125,0.063,0.063,0.188,0.25,1.5,0.094,8,6,57.143,39,30,0.779,10.666,0.703,0.352,0.352,1.055,1.406,0.527,0,0,0,0,0,0,0,0,0,0,0,0,1.017,0.527,0.513,1.544,2.057,0.064,0.033,0.032,0.097,0.129,2.08,1.039,1.04,3.119,4.159,0.13,0.065,0.065,0.195,0.26,1.126,0.58,0.571,1.705,2.276,0.07,0.036,0.036,0.107,0.142,0.396,0.204,0.201,0.6,0.8,2.14,1.069,1.07,3.209,4.279,0.134,0.067,0.067,0.201,0.267,0.752,0.376,0.376,1.128,1.504,1.054,0.545,0.532,1.599,2.132,0.066,0.034,0.033,0.1,0.133,1.213,0.625,0.616,1.838,2.453,0.076,0.039,0.038,0.115,0.153,0.426,0.22,0.216,0.646,0.863,50
Connor Mayer,3,LD,L,5'10,170,16.258,2017,Sioux City Musketeers,7,0,0,0,0,0,8,0,-7,2,0,0,0,0,0,0,0,0,1.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,18.182,9,22,-16.818,16.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton Phillips,4,LD,L,5'10,157,16.016,2017,Fargo Force,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooter Brickey,5,RD,R,6'03,183,16.304,2017,Muskegon Lumberjacks,6,0,0,0,0,0,3,0,-5,4,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14.286,19,15,-52.381,10.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovanni Carabelli,27,LW,L,6'00,195,16.674,2017,Muskegon Lumberjacks,7,2,0,0,2,2,5,40,1,2,0,0,0,0.286,0,0,0.286,0.286,0.714,1.5,0.214,2,0,0,2,2,0.286,0,0,0.286,0.286,1.5,0.214,3,3,50,22,20,-2.778,9.243,1.855,0,0,1.855,1.855,1.391,0,0,0,0,0,0,0,0,0,0,0,0,2.292,0,0,2.292,2.292,0.327,0,0,0.327,0.327,2.08,0,0,2.08,2.08,0.297,0,0,0.297,0.297,2.26,0,0,2.26,2.26,0.323,0,0,0.323,0.323,2.096,0,0,2.096,2.096,2.14,0,0,2.14,2.14,0.306,0,0,0.306,0.306,1.984,0,0,1.984,1.984,2.385,0,0,2.385,2.385,0.341,0,0,0.341,0.341,2.416,0,0,2.416,2.416,0.345,0,0,0.345,0.345,2.24,0,0,2.24,2.24,66.667
Carter Wade,25,C,R,5'10,181,17.608,2016,Sioux City Musketeers,2,0,0,0,0,0,1,0,-1,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,-25,10.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croix Evingson,3,LD,L,6'05,210,18.049,2015,Chicago Steel,11,0,0,0,0,0,9,0,-2,14,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,33.333,16,21,-11.828,9.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Risteau,9,RW,L,5'08,160,17.559,2016,Chicago Steel,2,0,1,0,1,1,1,0,2,2,0,0,0,0,0.5,0,0.5,0.5,0.5,0.3,0.15,0,1,0,1,1,0,0.5,0,0.5,0.5,0.3,0.15,2,0,100,4,1,33.333,14.985,0,2.002,0,2.002,2.002,0.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0.99,0,0.495,0,0.495,0.495,0,1.039,0,1.039,1.039,0,0.519,0,0.519,0.519,0,0.991,0,0.991,0.991,0,0.496,0,0.495,0.495,0,1.984,0,1.984,1.984,0,1.069,0,1.069,1.069,0,0.534,0,0.534,0.534,0,2.14,0,2.14,2.14,0,1.029,0,1.029,1.029,0,0.514,0,0.514,0.514,0,1.06,0,1.06,1.06,0,0.53,0,0.53,0.53,0,2.121,0,2.121,2.121,50
Ryan Poehling,24,C,L,6'02,174,16.699,2017,Lincoln Stars,5,1,1,1,2,3,5,20,4,0,0,0,0,0.2,0.2,0.2,0.4,0.6,1,1,0.2,1,1,1,2,3,0.2,0.2,0.2,0.4,0.6,1,0.2,5,1,83.333,13,9,33.333,12.802,0.937,0.937,0.937,1.875,2.812,0.937,0,0,0,0,0,0,0,0,0,0,0,0,1.142,1.136,1.14,2.278,3.419,0.228,0.227,0.228,0.456,0.684,1.039,1.039,1.04,2.078,3.118,0.208,0.208,0.208,0.416,0.624,1.126,1.121,1.124,2.247,3.371,0.225,0.224,0.225,0.449,0.674,1.056,1.051,1.053,2.107,3.16,1.069,1.069,1.07,2.138,3.208,0.214,0.214,0.214,0.428,0.642,1.002,1.002,1.003,2.004,3.007,1.187,1.181,1.186,2.368,3.555,0.237,0.236,0.237,0.474,0.711,1.203,1.197,1.201,2.4,3.601,0.241,0.239,0.24,0.48,0.72,1.127,1.122,1.126,2.249,3.375,60
Jack Ahcan,2,LD,L,5'08,169,18.329,2015,Cedar Rapids RoughRiders,52,13,16,13,29,42,106,12.264,18,50,0,0,0,0.25,0.308,0.25,0.558,0.808,2.038,15.8,0.304,7,9,10,16,26,0.135,0.173,0.192,0.308,0.5,10.1,0.194,43,22,66.154,123,88,11.359,14.25,0.567,0.729,0.81,1.296,2.105,0.818,6,7,3,13,16,0.115,0.135,0.058,0.25,0.308,5.7,0.11,11.093,13.742,11.111,24.835,35.945,0.213,0.264,0.214,0.478,0.691,13.573,16.731,13.6,30.304,43.904,0.261,0.322,0.262,0.583,0.844,6.086,7.871,8.718,13.957,22.676,0.117,0.151,0.168,0.268,0.436,0.493,0.637,0.706,1.13,1.836,7.508,9.666,10.769,17.174,27.943,0.144,0.186,0.207,0.33,0.537,0.608,0.783,0.872,1.391,2.263,11.575,14.357,11.617,25.932,37.549,0.223,0.276,0.223,0.499,0.722,6.537,8.468,9.404,15.005,24.408,0.126,0.163,0.181,0.289,0.469,0.529,0.686,0.761,1.215,1.976,60.465
J.D. Greenway,14,LD,L,6'04,205,17.386,2016,Team USA,24,2,1,7,3,10,19,10.526,12,8,0,0,0,0.083,0.042,0.292,0.125,0.417,0.792,2.9,0.121,2,1,7,3,10,0.083,0.042,0.292,0.125,0.417,2.9,0.121,23,11,67.647,55,38,13.41,15.678,0.319,0.159,1.116,0.478,1.595,0.462,0,0,0,0,0,0,0,0,0,0,0,0,2.04,1.019,7.14,3.06,10.2,0.085,0.042,0.297,0.128,0.425,2.08,1.039,7.3,3.119,10.419,0.087,0.043,0.304,0.13,0.434,2.036,1.017,7.123,3.053,10.177,0.085,0.042,0.297,0.127,0.424,0.325,0.162,1.136,0.487,1.623,2.14,1.069,7.521,3.209,10.73,0.089,0.045,0.313,0.134,0.447,0.341,0.17,1.199,0.511,1.71,2.122,1.059,7.446,3.181,10.628,0.088,0.044,0.31,0.133,0.443,2.178,1.087,7.652,3.265,10.917,0.091,0.045,0.319,0.136,0.455,0.347,0.173,1.22,0.521,1.741,43.478
Adam Fox,8,RD,R,5'10,183,17.575,2016,Team USA,24,5,10,4,15,19,51,9.804,12,2,0,0,0,0.208,0.417,0.167,0.625,0.792,2.125,7,0.292,3,7,0,10,10,0.125,0.292,0,0.417,0.417,4.3,0.179,26,11,70.27,55,38,18.484,16.635,0.451,1.052,0,1.503,1.503,0.646,2,3,4,5,9,0.083,0.125,0.167,0.208,0.375,2.7,0.113,4.934,9.872,3.947,14.806,18.753,0.206,0.411,0.164,0.617,0.781,5.205,10.432,4.165,15.637,19.802,0.217,0.435,0.174,0.652,0.825,2.965,6.921,0,9.885,9.885,0.124,0.288,0,0.412,0.412,0.446,1.04,0,1.486,1.486,3.211,7.51,0,10.721,10.721,0.134,0.313,0,0.447,0.447,0.483,1.129,0,1.612,1.612,5.136,10.298,4.11,15.434,19.544,0.214,0.429,0.171,0.643,0.814,3.173,7.426,0,10.599,10.599,0.132,0.309,0,0.442,0.442,0.477,1.116,0,1.593,1.593,38.462
Chad Krys,4,RD,L,5'11,184,17.433,2016,Team USA,17,2,3,7,5,12,31,6.452,-2,19,0,0,0,0.118,0.176,0.412,0.294,0.706,1.824,3.5,0.206,1,1,2,2,4,0.059,0.059,0.118,0.118,0.235,1.4,0.082,8,9,47.059,37,27,-14.643,12.49,0.283,0.283,0.565,0.565,1.13,0.396,1,2,5,3,8,0.059,0.118,0.294,0.176,0.471,2.1,0.124,2.024,3.034,7.082,5.058,12.14,0.119,0.178,0.417,0.298,0.714,2.08,3.121,7.3,5.201,12.501,0.122,0.184,0.429,0.306,0.735,1.011,1.01,2.021,2.021,4.041,0.059,0.059,0.119,0.119,0.238,0.286,0.285,0.571,0.571,1.142,1.069,1.069,2.141,2.138,4.279,0.063,0.063,0.126,0.126,0.252,0.302,0.302,0.605,0.604,1.209,2.105,3.157,7.386,5.262,12.648,0.124,0.186,0.434,0.31,0.744,1.08,1.08,2.163,2.16,4.323,0.064,0.064,0.127,0.127,0.254,0.305,0.305,0.611,0.61,1.222,50
Matthew Hellickson,12,RD,L,6'00,177,17.488,2016,Team USA,24,0,2,3,2,5,10,0,0,8,0,0,0,0,0.083,0.125,0.083,0.208,0.417,1.2,0.05,0,1,3,1,4,0,0.042,0.125,0.042,0.167,0.9,0.037,7,6,53.846,55,38,-6.154,8.975,0,0.279,0.836,0.279,1.114,0.251,0,1,0,1,1,0,0.042,0,0.042,0.042,0.3,0.012,0,2.004,3.006,2.004,5.01,0,0.084,0.125,0.084,0.209,0,2.08,3.122,2.08,5.202,0,0.087,0.13,0.087,0.217,0,1.002,3.006,1.002,4.007,0,0.042,0.125,0.042,0.167,0,0.279,0.837,0.279,1.116,0,1.069,3.213,1.069,4.282,0,0.045,0.134,0.045,0.178,0,0.298,0.895,0.298,1.193,0,2.084,3.129,2.084,5.213,0,0.087,0.13,0.087,0.217,0,1.071,3.219,1.071,4.29,0,0.045,0.134,0.045,0.179,0,0.298,0.897,0.298,1.195,57.143
Michael Graham,25,C,R,6'02,193,17.805,2016,Fargo Force,14,2,3,1,5,6,17,11.765,-6,6,0,0,0,0.143,0.214,0.071,0.357,0.429,1.214,2.1,0.15,1,2,1,3,4,0.071,0.143,0.071,0.214,0.286,1.3,0.093,4,10,28.571,19,27,-18.304,13.61,0.315,0.63,0.315,0.945,1.26,0.409,1,1,0,2,2,0.071,0.071,0,0.143,0.143,0.8,0.057,1.892,2.844,0.947,4.736,5.683,0.135,0.203,0.068,0.338,0.406,2.08,3.121,1.04,5.201,6.241,0.149,0.223,0.074,0.372,0.446,0.952,1.908,0.953,2.86,3.813,0.068,0.136,0.068,0.204,0.272,0.3,0.601,0.3,0.9,1.201,1.069,2.14,1.07,3.209,4.279,0.076,0.153,0.076,0.229,0.306,0.337,0.674,0.337,1.011,1.348,1.967,2.958,0.984,4.925,5.91,0.141,0.211,0.07,0.352,0.422,1.018,2.042,1.02,3.061,4.081,0.073,0.146,0.073,0.219,0.291,0.321,0.643,0.321,0.964,1.285,100
Michael Campoli,3,D,L,6'02,191,17.649,2016,Team USA,24,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,50,55,38,-10.759,9.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Bederka,44,LD,L,5'10,183,17.616,2016,Sioux City Musketeers,27,1,1,1,2,3,23,4.348,-5,6,0,0,0,0.037,0.037,0.037,0.074,0.111,0.852,1,0.037,1,1,1,2,3,0.037,0.037,0.037,0.074,0.111,1,0.037,11,16,40.741,44,69,2.369,12.635,0.176,0.176,0.176,0.352,0.528,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0.98,0.98,1.96,2.939,0.036,0.036,0.036,0.073,0.109,1.039,1.039,1.04,2.078,3.118,0.038,0.038,0.039,0.077,0.115,0.982,0.982,0.982,1.964,2.946,0.036,0.036,0.036,0.073,0.109,0.173,0.173,0.173,0.345,0.518,1.069,1.069,1.07,2.138,3.208,0.04,0.04,0.04,0.079,0.119,0.188,0.188,0.188,0.376,0.564,1.018,1.018,1.019,2.036,3.055,0.038,0.038,0.038,0.075,0.113,1.05,1.05,1.051,2.1,3.151,0.039,0.039,0.039,0.078,0.117,0.185,0.185,0.185,0.369,0.554,27.273
Griffin Luce,25,LD,L,6'03,214,17.518,2016,Team USA,24,1,2,1,3,4,10,10,1,33,0,0,0,0.042,0.083,0.042,0.125,0.167,0.417,1.5,0.063,1,1,1,2,3,0.042,0.042,0.042,0.083,0.125,1.2,0.05,7,7,50,55,38,-10.759,9.294,0.269,0.269,0.269,0.538,0.807,0.323,0,1,0,1,1,0,0.042,0,0.042,0.042,0.3,0.012,0.997,1.994,0.997,2.991,3.988,0.042,0.083,0.042,0.125,0.166,1.039,2.08,1.04,3.119,4.159,0.043,0.087,0.043,0.13,0.173,0.997,0.997,0.997,1.994,2.992,0.042,0.042,0.042,0.083,0.125,0.268,0.268,0.268,0.536,0.805,1.069,1.069,1.07,2.138,3.208,0.045,0.045,0.045,0.089,0.134,0.288,0.288,0.288,0.576,0.864,1.036,2.074,1.037,3.109,4.146,0.043,0.086,0.043,0.13,0.173,1.066,1.066,1.067,2.132,3.199,0.044,0.044,0.044,0.089,0.133,0.287,0.287,0.287,0.574,0.861,42.857
Ryan Lindgren,18,LD,L,6'00,196,17.592,2016,Team USA,24,4,3,4,7,11,48,8.333,4,16,0,0,0,0.167,0.125,0.167,0.292,0.458,2,3.9,0.163,3,3,1,6,7,0.125,0.125,0.042,0.25,0.292,2.6,0.108,17,14,54.839,55,38,-6.451,14.72,0.51,0.51,0.17,1.019,1.189,0.442,1,0,3,1,4,0.042,0,0.125,0.042,0.167,1.3,0.054,3.935,2.953,3.935,6.888,10.823,0.164,0.123,0.164,0.287,0.451,4.162,3.121,4.165,7.283,11.448,0.173,0.13,0.174,0.303,0.477,2.957,2.958,0.986,5.915,6.901,0.123,0.123,0.041,0.246,0.288,0.502,0.502,0.167,1.005,1.172,3.211,3.211,1.07,6.422,7.492,0.134,0.134,0.045,0.268,0.312,0.545,0.545,0.182,1.09,1.272,4.094,3.072,4.098,7.166,11.263,0.171,0.128,0.171,0.299,0.469,3.165,3.167,1.055,6.332,7.387,0.132,0.132,0.044,0.264,0.308,0.538,0.538,0.179,1.075,1.255,41.176
Hank Sorensen,55,RD,R,6'02,186,17.279,2016,Waterloo Black Hawks,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1,3,100,12.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Schultz,51,C,L,5'07,141,19.252,2014,Waterloo Black Hawks,31,5,9,7,14,21,56,8.929,4,46,0,0,0,0.161,0.29,0.226,0.452,0.677,1.806,6.8,0.219,5,8,6,13,19,0.161,0.258,0.194,0.419,0.613,6.3,0.203,26,20,56.522,83,70,3.251,13.389,0.723,1.157,0.867,1.879,2.747,0.911,0,1,1,1,2,0,0.032,0.032,0.032,0.065,0.5,0.016,3.45,6.316,4.85,9.766,14.615,0.111,0.204,0.156,0.315,0.471,5.205,9.385,7.3,14.59,21.89,0.168,0.303,0.235,0.471,0.706,3.621,5.879,4.375,9.5,13.875,0.117,0.19,0.141,0.306,0.448,0.523,0.85,0.632,1.373,2.006,5.357,8.587,6.442,13.944,20.386,0.173,0.277,0.208,0.45,0.658,0.774,1.241,0.931,2.015,2.946,3.586,6.571,5.051,10.157,15.208,0.116,0.212,0.163,0.328,0.491,3.893,6.338,4.716,10.23,14.946,0.126,0.204,0.152,0.33,0.482,0.563,0.916,0.682,1.479,2.161,73.077
