Name,Number,Position,Shoots,Height,Weight,Age,Draft Year,Team,GP,G,1A,2A,Primary Points,Points,Shots,Shooting Percentage,+/-,PIM,Face-offs Won,Face-offs Taken,Face-off Win%,G/GP,1A/GP,2A/GP,Primary Points/GP,Points/GP,Shots/GP,Goals Created,Goals Created/GP,ES G,ES 1A,ES 2A,ES Primary Points,ES Points,ES G/GP,ES 1A/GP,ES 2A/GP,ES Primary Points/GP,ES Points/GP,ES Goals Created,ES Goals Created/GP,ES GF,ES GA,ES GF%,ES Team GF,ES Team GA,ES GF%Rel,ES eTOI,ES eG/60,ES e1A/60,ES e2A/60,ES ePrimary Points/60,ES ePoints/60,ES eGoals Created/60,PP G,PP 1A,PP 2A,PP Primary Points,PP Points,PP G/GP,PP 1A/GP,PP 2A/GP,PP Primary Points/GP,PP Points/GP,PP Goals Created,PP Goals Created/GP,Age Adjusted G,Age Adjusted 1A,Age Adjusted 2A,Age Adjusted Primary Points,Age Adjusted Points,Age Adjusted G/GP,Age Adjusted 1A/GP,Age Adjusted 2A/GP,Age Adjusted Primary Points/GP,Age Adjusted Points/GP,Era Adjusted G,Era Adjusted 1A,Era Adjusted 2A,Era Adjusted Primary Points,Era Adjusted Points,Era Adjusted G/GP,Era Adjusted 1A/GP,Era Adjusted 2A/GP,Era Adjusted Primary Points/GP,Era Adjusted Points/GP,ES Age Adjusted G,ES Age Adjusted 1A,ES Age Adjusted 2A,ES Age Adjusted Primary Points,ES Age Adjusted Points,ES Age Adjusted G/GP,ES Age Adjusted 1A/GP,ES Age Adjusted 2A/GP,ES Age Adjusted Primary Points/GP,ES Age Adjusted Points/GP,ES Age Adjusted G/60,ES Age Adjusted 1A/60,ES Age Adjusted 2A/60,ES Age Adjusted Primary Points/60,ES Age Adjusted Points/60,ES Era Adjusted G,ES Era Adjusted 1A,ES Era Adjusted 2A,ES Era Adjusted Primary Points,ES Era Adjusted Points,ES Era Adjusted G/GP,ES Era Adjusted 1A/GP,ES Era Adjusted 2A/GP,ES Era Adjusted Primary Points/GP,ES Era Adjusted Points/GP,ES Era Adjusted G/60,ES Era Adjusted 1A/60,ES Era Adjusted 2A/60,ES Era Adjusted Primary Points/60,ES Era Adjusted Points/60,Age and Era Adjusted G,Age and Era Adjusted 1A,Age and Era Adjusted 2A,Age and Era Adjusted Primary Points,Age and Era Adjusted Points,Age and Era Adjusted G/GP,Age and Era Adjusted 1A/GP,Age and Era Adjusted 2A/GP,Age and Era Adjusted Primary Points/GP,Age and Era Adjusted Points/GP,ES Age and Era Adjusted G,ES Age and Era Adjusted 1A,ES Age and Era Adjusted 2A,ES Age and Era Adjusted Primary Points,ES Age and Era Adjusted Points,ES Age and Era Adjusted G/GP,ES Age and Era Adjusted 1A/GP,ES Age and Era Adjusted 2A/GP,ES Age and Era Adjusted Primary Points/GP,ES Age and Era Adjusted Points/GP,ES Age and Era Adjusted G/60,ES Age and Era Adjusted 1A/60,ES Age and Era Adjusted 2A/60,ES Age and Era Adjusted Primary Points/60,ES Age and Era Adjusted Points/60,ES IPP
Csanad Erdely,13,C,L,6'02,183,19.447,2014,Sioux Falls Stampede,50,6,7,1,13,14,69,8.696,3,26,0,0,0,0.12,0.14,0.02,0.26,0.28,1.38,6.7,0.134,4,7,0,11,11,0.08,0.14,0,0.22,0.22,4.8,0.096,21,21,50,104,113,2.571,10.745,0.447,0.782,0,1.229,1.229,0.536,0,0,0,0,0,0,0,0,0,0,0,0,3.933,4.68,0.659,8.613,9.271,0.079,0.094,0.013,0.172,0.185,6.248,7.294,1.04,13.542,14.582,0.125,0.146,0.021,0.271,0.292,2.774,4.938,0,7.712,7.712,0.055,0.099,0,0.154,0.154,0.31,0.551,0,0.861,0.861,4.284,7.51,0,11.794,11.794,0.086,0.15,0,0.236,0.236,0.478,0.839,0,1.317,1.317,4.088,4.864,0.684,8.951,9.635,0.082,0.097,0.014,0.179,0.193,2.983,5.324,0,8.307,8.307,0.06,0.106,0,0.166,0.166,0.333,0.595,0,0.928,0.928,52.381
Shane Kuzmeski,4,LD,L,6'02,185,19.2,2014,Muskegon Lumberjacks,5,0,0,0,0,0,3,0,-2,2,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25,6,11,-13.462,10.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callahan Burke,11,C,R,5'10,185,18.479,2015,Cedar Rapids RoughRiders,52,14,13,14,27,41,142,9.859,22,8,0,0,0,0.269,0.25,0.269,0.519,0.788,2.731,14.4,0.277,12,10,8,22,30,0.231,0.192,0.154,0.423,0.577,11.3,0.217,42,20,67.742,123,88,13.38,13.819,1.002,0.835,0.668,1.837,2.505,0.944,2,1,6,3,9,0.038,0.019,0.115,0.058,0.173,2.5,0.048,11.574,10.834,11.597,22.408,34.005,0.223,0.208,0.223,0.431,0.654,14.622,13.578,14.654,28.2,42.854,0.281,0.261,0.282,0.542,0.824,10.15,8.519,6.789,18.669,25.458,0.195,0.164,0.131,0.359,0.49,0.848,0.711,0.567,1.559,2.126,12.903,10.746,8.602,23.649,32.251,0.248,0.207,0.165,0.455,0.62,1.077,0.897,0.718,1.974,2.692,12.08,11.303,12.131,23.383,35.514,0.232,0.217,0.233,0.45,0.683,10.932,9.173,7.314,20.105,27.419,0.21,0.176,0.141,0.387,0.527,0.913,0.766,0.611,1.679,2.289,71.429
Zach Jordan,10,RW,R,6'03,213,18.841,2015,Des Moines Buccaneers,55,28,10,2,38,40,194,14.433,10,70,0,0,0,0.509,0.182,0.036,0.691,0.727,3.527,20.7,0.376,19,8,2,27,29,0.345,0.145,0.036,0.491,0.527,15.1,0.275,41,31,56.944,115,136,15.603,13.616,1.522,0.641,0.16,2.163,2.323,1.21,6,2,0,8,8,0.109,0.036,0,0.145,0.145,3.6,0.065,21.355,7.717,1.53,29.072,30.602,0.388,0.14,0.028,0.529,0.556,29.397,10.432,2.08,39.829,41.909,0.534,0.19,0.038,0.724,0.762,14.988,6.377,1.585,21.365,22.95,0.273,0.116,0.029,0.388,0.417,1.201,0.511,0.127,1.712,1.839,20.503,8.587,2.141,29.09,31.231,0.373,0.156,0.039,0.529,0.568,1.643,0.688,0.172,2.331,2.503,22.396,8.038,1.589,30.434,32.024,0.407,0.146,0.029,0.553,0.582,16.213,6.865,1.702,23.079,24.781,0.295,0.125,0.031,0.42,0.451,1.299,0.55,0.136,1.849,1.985,70.732
Justin Howell,6,C,R,5'10,196,18.389,2015,Des Moines Buccaneers,50,11,7,3,18,21,55,20,-7,56,0,0,0,0.22,0.14,0.06,0.36,0.42,1.1,8.6,0.172,11,6,3,17,20,0.22,0.12,0.06,0.34,0.4,8.3,0.166,29,34,46.032,103,125,1.184,13.333,0.99,0.54,0.27,1.53,1.8,0.747,0,1,0,1,1,0,0.02,0,0.02,0.02,0.3,0.006,9.269,5.941,2.532,15.21,17.742,0.185,0.119,0.051,0.304,0.355,11.476,7.294,3.122,18.77,21.892,0.23,0.146,0.062,0.375,0.438,9.46,5.193,2.588,14.653,17.241,0.189,0.104,0.052,0.293,0.345,0.851,0.467,0.233,1.319,1.552,11.822,6.433,3.213,18.255,21.468,0.236,0.129,0.064,0.365,0.429,1.064,0.579,0.289,1.643,1.932,9.664,6.184,2.634,15.849,18.482,0.193,0.124,0.053,0.317,0.37,10.182,5.578,2.776,15.76,18.536,0.204,0.112,0.056,0.315,0.371,0.916,0.502,0.25,1.418,1.668,68.966
Patrick Harper,9,C,L,5'07,146,17.132,2016,Omaha Lancers,5,1,1,1,2,3,15,6.667,-2,2,0,0,0,0.2,0.2,0.2,0.4,0.6,3,1,0.2,0,1,0,1,1,0,0.2,0,0.2,0.2,0.3,0.06,2,4,33.333,5,10,0,15.07,0,0.796,0,0.796,0.796,0.239,1,0,1,1,2,0.2,0,0.2,0.2,0.4,0.7,0.14,1.065,1.063,1.065,2.128,3.192,0.213,0.213,0.213,0.426,0.638,1.039,1.039,1.04,2.078,3.118,0.208,0.208,0.208,0.416,0.624,0,1.056,0,1.056,1.056,0,0.211,0,0.211,0.211,0,0.841,0,0.841,0.841,0,1.069,0,1.069,1.069,0,0.214,0,0.214,0.214,0,0.851,0,0.851,0.851,1.107,1.104,1.107,2.211,3.319,0.221,0.221,0.221,0.442,0.664,0,1.128,0,1.128,1.128,0,0.226,0,0.226,0.226,0,0.898,0,0.898,0.898,50
Matt Allen,0,C,L,6'02,175,16.507,2017,Muskegon Lumberjacks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgy Gorodetsky,13,LW,L,6'00,196,20.468,2013,Des Moines Buccaneers,54,7,10,14,17,31,119,5.882,-13,42,0,0,0,0.13,0.185,0.259,0.315,0.574,2.204,10.1,0.187,6,8,12,14,26,0.111,0.148,0.222,0.259,0.481,8.6,0.159,31,41,43.056,115,136,-3.871,13.603,0.49,0.653,0.98,1.144,2.124,0.702,1,2,2,3,5,0.019,0.037,0.037,0.056,0.093,1.5,0.028,3.323,4.948,6.715,8.271,14.986,0.062,0.092,0.124,0.153,0.278,7.292,10.432,14.654,17.724,32.378,0.135,0.193,0.271,0.328,0.6,3.196,4.408,6.493,7.604,14.097,0.059,0.082,0.12,0.141,0.261,0.261,0.36,0.53,0.621,1.151,6.432,8.587,12.942,15.019,27.961,0.119,0.159,0.24,0.278,0.518,0.525,0.701,1.057,1.226,2.283,3.449,5.133,7.006,8.582,15.587,0.064,0.095,0.13,0.159,0.289,3.453,4.777,7.067,8.23,15.297,0.064,0.088,0.131,0.152,0.283,0.282,0.39,0.577,0.672,1.249,83.871
Alexander Gilmour,26,LW,L,6'04,207,19.627,2014,Des Moines Buccaneers,5,1,0,0,1,1,4,25,0,2,0,0,0,0.2,0,0,0.2,0.2,0.8,0.5,0.1,1,0,0,1,1,0.2,0,0,0.2,0.2,0.5,0.1,2,2,50,8,13,14.706,10.314,1.164,0,0,1.164,1.164,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0,0,0.624,0.624,0.125,0,0,0.125,0.125,1.039,0,0,1.039,1.039,0.208,0,0,0.208,0.208,0.665,0,0,0.665,0.665,0.133,0,0,0.133,0.133,0.774,0,0,0.774,0.774,1.069,0,0,1.069,1.069,0.214,0,0,0.214,0.214,1.244,0,0,1.244,1.244,0.647,0,0,0.647,0.647,0.129,0,0,0.129,0.129,0.714,0,0,0.714,0.714,0.143,0,0,0.143,0.143,0.831,0,0,0.831,0.831,50
Anea Ferrario,22,RD,R,6'00,196,17.101,2016,Des Moines Buccaneers,44,0,1,1,1,2,13,0,1,4,0,0,0,0,0.023,0.023,0.023,0.045,0.295,0.5,0.011,0,1,1,1,2,0,0.023,0.023,0.023,0.045,0.5,0.011,12,11,52.174,93,119,9.317,8.258,0,0.165,0.165,0.165,0.33,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,1.07,1.068,2.138,0,0.024,0.024,0.024,0.049,0,1.039,1.04,1.039,2.079,0,0.024,0.024,0.024,0.047,0,1.06,1.062,1.06,2.122,0,0.024,0.024,0.024,0.048,0,0.175,0.175,0.175,0.35,0,1.069,1.07,1.069,2.139,0,0.024,0.024,0.024,0.049,0,0.177,0.177,0.177,0.354,0,1.11,1.113,1.11,2.223,0,0.025,0.025,0.025,0.051,0,1.133,1.135,1.133,2.268,0,0.026,0.026,0.026,0.052,0,0.187,0.187,0.187,0.375,16.667
Andrew Petrillo,0,RD,R,5'11,175,17.512,2016,Youngstown Phantoms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Senden,0,C,L,5'10,180,17.647,2016,Des Moines Buccaneers,4,2,0,0,2,2,6,33.333,3,0,0,0,0,0.5,0,0,0.5,0.5,1.5,1.5,0.375,2,0,0,2,2,0.5,0,0,0.5,0.5,1.5,0.375,3,0,100,17,11,44,8.657,3.466,0,0,3.466,3.466,2.599,0,0,0,0,0,0,0,0,0,0,0,0,1.948,0,0,1.948,1.948,0.487,0,0,0.487,0.487,2.08,0,0,2.08,2.08,0.52,0,0,0.52,0.52,1.954,0,0,1.954,1.954,0.488,0,0,0.488,0.488,3.385,0,0,3.385,3.385,2.14,0,0,2.14,2.14,0.535,0,0,0.535,0.535,3.708,0,0,3.708,3.708,2.026,0,0,2.026,2.026,0.506,0,0,0.506,0.506,2.091,0,0,2.091,2.091,0.523,0,0,0.523,0.523,3.623,0,0,3.623,3.623,66.667
Bram Scheerer,12,LW,L,6'02,168,16.704,2017,Bloomington Thunder,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko Reifenberger,28,C,L,5'11,185,16.655,2017,Bloomington Thunder,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Aamodt,22,LD,L,6'00,207,17.814,2016,Chicago Steel,7,0,0,1,0,1,5,0,1,2,0,0,0,0,0,0.143,0,0.143,0.714,0.2,0.029,0,0,1,0,1,0,0,0.143,0,0.143,0.2,0.029,3,2,60,11,15,21.905,10.669,0,0,0.803,0,0.803,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0,0.945,0,0,0.135,0,0.135,0,0,1.04,0,1.04,0,0,0.149,0,0.149,0,0,0.951,0,0.951,0,0,0.136,0,0.136,0,0,0.764,0,0.764,0,0,1.07,0,1.07,0,0,0.153,0,0.153,0,0,0.86,0,0.86,0,0,0.983,0,0.983,0,0,0.14,0,0.14,0,0,1.019,0,1.019,0,0,0.146,0,0.146,0,0,0.818,0,0.818,33.333
Chandler Lindstrand,25,LD,L,6'00,190,19.564,2014,Des Moines Buccaneers,54,2,2,5,4,9,49,4.082,2,39,0,0,0,0.037,0.037,0.093,0.074,0.167,0.907,2.6,0.048,2,2,2,4,6,0.037,0.037,0.037,0.074,0.111,2,0.037,38,37,50.667,112,132,6.88,14.192,0.157,0.157,0.157,0.313,0.47,0.157,0,0,0,0,0,0,0,0,0,0,0,0,1.269,1.297,3.191,2.567,5.757,0.024,0.024,0.059,0.048,0.107,2.08,2.08,5.209,4.16,9.369,0.039,0.039,0.096,0.077,0.173,1.35,1.375,1.362,2.725,4.087,0.025,0.025,0.025,0.05,0.076,0.106,0.108,0.107,0.213,0.32,2.14,2.14,2.141,4.28,6.421,0.04,0.04,0.04,0.079,0.119,0.168,0.168,0.168,0.336,0.504,1.318,1.345,3.318,2.663,5.981,0.024,0.025,0.061,0.049,0.111,1.451,1.48,1.465,2.931,4.396,0.027,0.027,0.027,0.054,0.081,0.114,0.116,0.115,0.229,0.344,15.789
Ryan Carlson,9,LD,L,6'00,191,17.605,2016,Madison Capitols,3,1,0,0,1,1,2,50,1,0,0,0,0,0.333,0,0,0.333,0.333,0.667,0.5,0.167,1,0,0,1,1,0.333,0,0,0.333,0.333,0.5,0.167,2,1,66.667,10,8,13.334,10.068,1.987,0,0,1.987,1.987,0.993,0,0,0,0,0,0,0,0,0,0,0,0,0.981,0,0,0.981,0.981,0.327,0,0,0.327,0.327,1.039,0,0,1.039,1.039,0.346,0,0,0.346,0.346,0.983,0,0,0.983,0.983,0.328,0,0,0.328,0.328,1.954,0,0,1.954,1.954,1.069,0,0,1.069,1.069,0.356,0,0,0.356,0.356,2.124,0,0,2.124,2.124,1.02,0,0,1.02,1.02,0.34,0,0,0.34,0.34,1.051,0,0,1.051,1.051,0.35,0,0,0.35,0.35,2.089,0,0,2.089,2.089,50
Christian Hausinger,4,RD,R,6'00,196,18.767,2015,Bloomington Thunder,52,0,3,0,3,3,23,0,5,2,0,0,0,0,0.058,0,0.058,0.058,0.442,0.9,0.017,0,2,0,2,2,0,0.038,0,0.038,0.038,0.6,0.012,23,18,56.098,108,111,8.345,10.561,0,0.219,0,0.219,0.219,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,2.353,0,2.353,2.353,0,0.045,0,0.045,0.045,0,3.121,0,3.121,3.121,0,0.06,0,0.06,0.06,0,1.617,0,1.617,1.617,0,0.031,0,0.031,0.031,0,0.177,0,0.177,0.177,0,2.14,0,2.14,2.14,0,0.041,0,0.041,0.041,0,0.234,0,0.234,0.234,0,2.444,0,2.444,2.444,0,0.047,0,0.047,0.047,0,1.735,0,1.735,1.735,0,0.033,0,0.033,0.033,0,0.19,0,0.19,0.19,8.696
Ludvig Hoff,17,LW,L,5'11,188,18.915,2015,Lincoln Stars,52,20,16,18,36,54,139,14.388,11,33,0,0,0,0.385,0.308,0.346,0.692,1.038,2.673,18.6,0.358,13,9,10,22,32,0.25,0.173,0.192,0.423,0.615,11.4,0.219,41,27,60.294,111,94,9.199,14.803,1.013,0.702,0.779,1.715,2.494,0.889,7,6,8,13,21,0.135,0.115,0.154,0.25,0.404,6.9,0.133,14.992,12.146,13.535,27.138,40.672,0.288,0.234,0.26,0.522,0.782,20.935,16.731,18.881,37.666,56.547,0.403,0.322,0.363,0.724,1.087,10.104,7.073,7.812,17.177,24.989,0.194,0.136,0.15,0.33,0.481,0.788,0.551,0.609,1.339,1.948,13.985,9.666,10.769,23.651,34.42,0.269,0.186,0.207,0.455,0.662,1.09,0.753,0.839,1.843,2.682,15.674,12.679,14.183,28.354,42.537,0.301,0.244,0.273,0.545,0.818,10.897,7.621,8.438,18.519,26.957,0.21,0.147,0.162,0.356,0.518,0.849,0.594,0.658,1.444,2.101,78.049
Ethen Frank,39,RW,R,5'10,176,17.608,2016,Lincoln Stars,48,10,5,4,15,19,72,13.889,1,14,0,0,0,0.208,0.104,0.083,0.313,0.396,1.5,8,0.167,8,2,3,10,13,0.167,0.042,0.063,0.208,0.271,5.9,0.123,23,17,57.5,92,90,8.908,11.464,0.872,0.218,0.327,1.09,1.418,0.643,2,3,1,5,6,0.042,0.063,0.021,0.104,0.125,2.1,0.044,9.809,4.908,3.924,14.717,18.641,0.204,0.102,0.082,0.307,0.388,10.429,5.206,4.165,15.635,19.8,0.217,0.108,0.087,0.326,0.413,7.864,1.967,2.95,9.831,12.781,0.164,0.041,0.061,0.205,0.266,0.857,0.215,0.322,1.072,1.394,8.584,2.14,3.213,10.724,13.937,0.179,0.045,0.067,0.223,0.29,0.936,0.233,0.35,1.169,1.519,10.229,5.11,4.086,15.339,19.425,0.213,0.106,0.085,0.32,0.405,8.439,2.105,3.16,10.545,13.705,0.176,0.044,0.066,0.22,0.286,0.92,0.23,0.345,1.15,1.494,56.522
Carson Gicewicz,11,C,R,6'03,210,18.534,2015,Sioux Falls Stampede,57,6,6,5,12,17,77,7.792,3,52,0,0,0,0.105,0.105,0.088,0.211,0.298,1.351,6,0.105,5,5,4,10,14,0.088,0.088,0.07,0.175,0.246,5,0.088,20,17,54.054,117,106,1.903,9.855,0.534,0.534,0.427,1.068,1.495,0.534,0,1,1,1,2,0,0.018,0.018,0.018,0.035,0.5,0.009,4.902,4.944,4.094,9.846,13.94,0.086,0.087,0.072,0.173,0.245,6.248,6.249,5.209,12.497,17.706,0.11,0.11,0.091,0.219,0.311,4.186,4.218,3.36,8.404,11.764,0.073,0.074,0.059,0.147,0.206,0.447,0.451,0.359,0.898,1.257,5.357,5.358,4.288,10.715,15.003,0.094,0.094,0.075,0.188,0.263,0.572,0.572,0.458,1.144,1.602,5.101,5.143,4.262,10.244,14.506,0.089,0.09,0.075,0.18,0.254,4.493,4.53,3.61,9.023,12.632,0.079,0.079,0.063,0.158,0.222,0.48,0.484,0.386,0.964,1.349,70
Adam Brady,19,C,L,6'00,200,20.11,2013,Lincoln Stars,27,9,12,3,21,24,78,11.538,1,21,0,0,0,0.333,0.444,0.111,0.778,0.889,2.889,9.1,0.337,4,9,1,13,14,0.148,0.333,0.037,0.481,0.519,5.3,0.196,18,17,51.429,54,50,-0.745,15.128,0.588,1.322,0.147,1.91,2.056,0.779,5,3,2,8,10,0.185,0.111,0.074,0.296,0.37,3.8,0.141,4.843,6.669,1.627,11.511,13.139,0.179,0.247,0.06,0.426,0.487,9.383,12.529,3.122,21.912,25.034,0.348,0.464,0.116,0.812,0.927,2.356,5.446,0.596,7.802,8.399,0.087,0.202,0.022,0.289,0.311,0.346,0.8,0.088,1.146,1.234,4.284,9.666,1.07,13.95,15.02,0.159,0.358,0.04,0.517,0.556,0.629,1.42,0.157,2.049,2.206,5.034,6.933,1.689,11.967,13.656,0.186,0.257,0.063,0.443,0.506,2.539,5.894,0.643,8.434,9.077,0.094,0.218,0.024,0.312,0.336,0.373,0.866,0.094,1.239,1.333,77.778
Christian Evers,15,LD,L,6'02,210,18.31,2015,Lincoln Stars,49,6,1,11,7,18,69,8.696,4,32,0,0,0,0.122,0.02,0.224,0.143,0.367,1.408,5.5,0.112,2,1,6,3,9,0.041,0.02,0.122,0.061,0.184,2.5,0.051,35,29,54.688,99,90,3.488,15.057,0.163,0.081,0.488,0.244,0.732,0.203,4,0,5,4,9,0.082,0,0.102,0.082,0.184,3,0.061,5.14,0.862,9.438,6.002,15.44,0.105,0.018,0.193,0.122,0.315,6.248,1.039,11.496,7.287,18.783,0.128,0.021,0.235,0.149,0.383,1.745,0.877,5.249,2.622,7.871,0.036,0.018,0.107,0.054,0.161,0.142,0.071,0.427,0.213,0.64,2.14,1.069,6.442,3.209,9.651,0.044,0.022,0.131,0.065,0.197,0.174,0.087,0.524,0.261,0.785,5.349,0.895,9.858,6.244,16.103,0.109,0.018,0.201,0.127,0.329,1.87,0.94,5.644,2.809,8.453,0.038,0.019,0.115,0.057,0.173,0.152,0.076,0.459,0.228,0.687,25.714
Jack Badini,21,C,L,6'00,191,17.655,2016,Lincoln Stars,52,4,3,4,7,11,53,7.547,-1,53,0,0,0,0.077,0.058,0.077,0.135,0.212,1.019,4.1,0.079,4,2,2,6,8,0.077,0.038,0.038,0.115,0.154,3.4,0.065,14,15,48.276,114,92,-8.221,9.091,0.508,0.254,0.254,0.762,1.015,0.432,0,1,0,1,1,0,0.019,0,0.019,0.019,0.3,0.006,3.89,2.921,3.891,6.811,10.702,0.075,0.056,0.075,0.131,0.206,4.162,3.121,4.165,7.283,11.448,0.08,0.06,0.08,0.14,0.22,3.902,1.953,1.952,5.855,7.808,0.075,0.038,0.038,0.113,0.15,0.495,0.248,0.248,0.743,0.991,4.284,2.14,2.141,6.424,8.565,0.082,0.041,0.041,0.124,0.165,0.544,0.272,0.272,0.816,1.088,4.047,3.038,4.051,7.086,11.137,0.078,0.058,0.078,0.136,0.214,4.18,2.09,2.09,6.271,8.361,0.08,0.04,0.04,0.121,0.161,0.531,0.265,0.265,0.796,1.061,57.143
Henry Bowlby,12,C,L,6'01,190,18.551,2015,Lincoln Stars,52,5,6,4,11,15,72,6.944,4,28,0,0,0,0.096,0.115,0.077,0.212,0.288,1.385,5.7,0.11,5,6,4,11,15,0.096,0.115,0.077,0.212,0.288,5.7,0.11,21,17,55.263,117,95,0.091,10.224,0.564,0.677,0.451,1.241,1.693,0.643,0,0,0,0,0,0,0,0,0,0,0,0,4.07,4.927,3.263,8.997,12.259,0.078,0.095,0.063,0.173,0.236,5.205,6.249,4.165,11.454,15.619,0.1,0.12,0.08,0.22,0.3,4.173,5.046,3.35,9.219,12.568,0.08,0.097,0.064,0.177,0.242,0.471,0.569,0.378,1.04,1.418,5.357,6.433,4.288,11.79,16.078,0.103,0.124,0.082,0.227,0.309,0.605,0.726,0.484,1.331,1.815,4.234,5.125,3.395,9.359,12.754,0.081,0.099,0.065,0.18,0.245,4.479,5.422,3.599,9.901,13.499,0.086,0.104,0.069,0.19,0.26,0.505,0.612,0.406,1.117,1.524,71.429
Cole Guttman,26,C,R,5'10,165,16.447,2017,Dubuque Fighting Saints,5,0,1,0,1,1,6,0,2,0,0,0,0,0,0.2,0,0.2,0.2,1.2,0.3,0.06,0,1,0,1,1,0,0.2,0,0.2,0.2,0.3,0.06,2,0,100,16,15,51.724,6.885,0,1.743,0,1.743,1.743,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,0,1.179,1.179,0,0.236,0,0.236,0.236,0,1.039,0,1.039,1.039,0,0.208,0,0.208,0.208,0,1.159,0,1.159,1.159,0,0.232,0,0.232,0.232,0,2.021,0,2.021,2.021,0,1.069,0,1.069,1.069,0,0.214,0,0.214,0.214,0,1.863,0,1.863,1.863,0,1.226,0,1.226,1.226,0,0.245,0,0.245,0.245,0,1.237,0,1.237,1.237,0,0.247,0,0.247,0.247,0,2.157,0,2.157,2.157,50
Jack Gessert,14,LW,L,6'02,205,20.674,2013,Chicago Steel,26,6,1,3,7,10,49,12.245,-6,12,0,0,0,0.231,0.038,0.115,0.269,0.385,1.885,4.1,0.158,4,1,0,5,5,0.154,0.038,0,0.192,0.192,2.5,0.096,6,12,33.333,51,56,-17.229,10.033,0.92,0.23,0,1.15,1.15,0.575,2,0,3,2,5,0.077,0,0.115,0.077,0.192,1.6,0.062,2.63,0.46,1.331,3.089,4.42,0.101,0.018,0.051,0.119,0.17,6.248,1.039,3.122,7.287,10.409,0.24,0.04,0.12,0.28,0.4,2.001,0.52,0,2.521,2.521,0.077,0.02,0,0.097,0.097,0.46,0.12,0,0.58,0.58,4.284,1.069,0,5.353,5.353,0.165,0.041,0,0.206,0.206,0.985,0.246,0,1.231,1.231,2.726,0.475,1.379,3.201,4.58,0.105,0.018,0.053,0.123,0.176,2.162,0.562,0,2.724,2.724,0.083,0.022,0,0.105,0.105,0.497,0.129,0,0.627,0.627,83.333
